season,winslot,Aslot,Bslot,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,daynum,Aregion,Bregion,winner,teamA,teamB,Aminscore,Bminscore,Amaxscore,Bmaxscore,Aqvgscore,Bqvgscore,Astdscore,Bstdscore
E,R2W1,R1W1,R1W8,01,08,Michigan St,Utah,26,20,7,8,138,Midwest,Midwest,A,671,821,49.0,48.0,114.0,96.0,74.515151515151516,71.5,12.794698741515333,11.632773898405684
E,R2W2,R1W2,R1W7,02,07,Iowa St,Auburn,27,22,4,9,138,Midwest,Midwest,A,629,518,44.0,51.0,106.0,100.0,77.41935483870968,70.451612903225808,11.315915692990279,12.061238126348334
E,R2W3,R1W3,R1W6,03,06,Maryland,UCLA,24,19,9,11,138,Midwest,Midwest,B,662,810,58.0,43.0,104.0,105.0,76.939393939393938,75.533333333333331,10.921037229958751,14.623573054793717
E,R2W4,R1W4,R1W5,04,05,Syracuse,Kentucky,24,21,5,9,138,Midwest,Midwest,A,786,640,54.0,51.0,105.0,86.0,76.241379310344826,69.433333333333337,10.791616070257867,8.6320462361031289
E,R2X1,R1X1,R1X8,01,08,Arizona,Wisconsin,26,18,6,13,138,West,West,B,511,849,60.0,44.0,99.0,86.0,77.15625,59.967741935483872,9.7951179644504531,10.544785811213542
E,R2X2,R1X2,R1X7,02,10,St John's,Gonzaga,24,24,7,8,138,West,West,B,778,607,57.0,48.0,98.0,111.0,74.064516129032256,77.9375,10.945423211644123,14.019935582947591
E,R2X3,R1X3,R1X6,03,06,Oklahoma,Purdue,26,20,6,9,138,West,West,B,721,738,50.0,45.0,102.0,97.0,75.3125,74.0,11.590506621800447,12.918844829323477
E,R2X4,R1X4,R1X5,04,05,LSU,Texas,26,23,5,8,138,West,West,A,655,793,55.0,45.0,112.0,99.0,77.225806451612897,74.709677419354833,14.329553664388975,10.662546897789225
E,R2Y1,R1Y1,R1Y8,01,08,Duke,Kansas,27,22,4,9,139,East,East,A,577,636,66.0,53.0,109.0,111.0,89.129032258064512,78.548387096774192,11.137677801292828,15.526956184851075
E,R2Y2,R1Y2,R1Y7,02,10,Temple,Seton Hall,26,20,5,9,139,East,East,B,789,764,44.0,50.0,98.0,97.0,68.451612903225808,72.068965517241381,11.210129951413386,10.919552329091905
E,R2Y3,R1Y3,R1Y6,03,11,Oklahoma St,Pepperdine,23,24,6,8,139,East,East,A,722,730,53.0,57.0,103.0,99.0,75.896551724137936,73.03125,14.525470679266167,10.504416853757281
E,R2Y4,R1Y4,R1Y5,04,05,Illinois,Florida,21,24,9,7,139,East,East,B,623,592,51.0,60.0,107.0,131.0,76.0,84.806451612903231,13.354150416006753,14.085955839952005
E,R2Z1,R1Z1,R1Z8,01,08,Stanford,North Carolina,25,18,3,13,139,South,South,B,783,708,62.0,52.0,119.0,102.0,79.928571428571431,76.741935483870961,13.881973334993459,10.025669447314
E,R2Z2,R1Z2,R1Z7,02,07,Cincinnati,Tulsa,28,29,3,4,139,South,South,B,549,802,58.0,59.0,106.0,113.0,78.548387096774192,81.242424242424249,10.823626217461381,12.417071101073285
E,R2Z3,R1Z3,R1Z6,03,06,Ohio St,Miami FL,22,21,6,10,139,South,South,B,720,668,51.0,45.0,99.0,102.0,72.607142857142861,68.548387096774192,11.191001760707719,12.05856330627519
E,R2Z4,R1Z4,R1Z5,04,05,Tennessee,Connecticut,23,24,6,9,139,South,South,A,790,559,60.0,57.0,110.0,98.0,80.34482758620689,75.303030303030297,12.332395975134551,9.9040391163031849
E,R3W1,R2W1,R2W4,01,04,Michigan St,Syracuse,26,24,7,5,143,Midwest,Midwest,A,671,786,49.0,54.0,114.0,105.0,74.515151515151516,76.241379310344826,12.794698741515333,10.791616070257867
E,R3W2,R2W2,R2W3,02,06,Iowa St,UCLA,27,19,4,11,143,Midwest,Midwest,A,629,810,44.0,43.0,106.0,105.0,77.41935483870968,75.533333333333331,11.315915692990279,14.623573054793717
E,R3X1,R2X1,R2X4,08,04,Wisconsin,LSU,18,26,13,5,143,West,West,A,849,655,44.0,55.0,86.0,112.0,59.967741935483872,77.225806451612897,10.544785811213542,14.329553664388975
E,R3X2,R2X2,R2X3,10,06,Gonzaga,Purdue,24,20,8,9,143,West,West,B,607,738,48.0,45.0,111.0,97.0,77.9375,74.0,14.019935582947591,12.918844829323477
E,R3Y1,R2Y1,R2Y4,01,05,Duke,Florida,27,24,4,7,144,East,East,B,577,592,66.0,60.0,109.0,131.0,89.129032258064512,84.806451612903231,11.137677801292828,14.085955839952005
E,R3Y2,R2Y2,R2Y3,10,03,Seton Hall,Oklahoma St,20,23,9,6,144,East,East,B,764,722,50.0,53.0,97.0,103.0,72.068965517241381,75.896551724137936,10.919552329091905,14.525470679266167
E,R3Z1,R2Z1,R2Z4,08,04,North Carolina,Tennessee,18,23,13,6,144,South,South,A,708,790,52.0,60.0,102.0,110.0,76.741935483870961,80.34482758620689,10.025669447314,12.332395975134551
E,R3Z2,R2Z2,R2Z3,07,06,Tulsa,Miami FL,29,21,4,10,144,South,South,A,802,668,59.0,45.0,113.0,102.0,81.242424242424249,68.548387096774192,12.417071101073285,12.05856330627519
E,R4W1,R3W1,R3W2,01,02,Michigan St,Iowa St,26,27,7,4,145,Midwest,Midwest,A,671,629,49.0,44.0,114.0,106.0,74.515151515151516,77.41935483870968,12.794698741515333,11.315915692990279
E,R4X1,R3X1,R3X2,08,06,Wisconsin,Purdue,18,20,13,9,145,West,West,A,849,738,44.0,45.0,86.0,97.0,59.967741935483872,74.0,10.544785811213542,12.918844829323477
E,R4Y1,R3Y1,R3Y2,05,03,Florida,Oklahoma St,24,23,7,6,146,East,East,A,592,722,60.0,53.0,131.0,103.0,84.806451612903231,75.896551724137936,14.085955839952005,14.525470679266167
E,R4Z1,R3Z1,R3Z2,08,07,North Carolina,Tulsa,18,29,13,4,146,South,South,A,708,802,52.0,59.0,102.0,113.0,76.741935483870961,81.242424242424249,10.025669447314,12.417071101073285
E,R5WX,R4W1,R4X1,01,08,Michigan St,Wisconsin,26,18,7,13,152,Midwest,West,A,671,849,49.0,44.0,114.0,86.0,74.515151515151516,59.967741935483872,12.794698741515333,10.544785811213542
E,R5YZ,R4Y1,R4Z1,05,08,Florida,North Carolina,24,18,7,13,152,East,South,A,592,708,60.0,52.0,131.0,102.0,84.806451612903231,76.741935483870961,14.085955839952005,10.025669447314
E,R6CH,R5WX,R5YZ,01,05,Michigan St,Florida,26,24,7,7,154,Midwest,East,A,671,592,49.0,60.0,114.0,131.0,74.515151515151516,84.806451612903231,12.794698741515333,14.085955839952005
F,Y16,Y16a,Y16b,16,16,Northwestern LA,Winthrop,18,17,12,12,134,Midwest,Midwest,A,716,848,47.0,44.0,92.0,87.0,72.233333333333334,66.034482758620683,10.610319923965013,10.223309264551682
F,R1W1,W01,W16,01,16,Duke,Monmouth NJ,29,21,4,9,136,East,East,A,577,679,63.0,61.0,115.0,87.0,91.424242424242422,70.933333333333337,10.657278926773413,7.5318582626659198
F,R1W2,W02,W15,02,15,Kentucky,Holy Cross,22,22,9,7,136,East,East,A,640,616,45.0,46.0,103.0,87.0,79.774193548387103,67.793103448275858,13.458921198725651,9.9702291688282489
F,R1W3,W03,W14,03,14,Boston College,Southern Utah,26,23,4,5,136,East,East,A,527,774,59.0,47.0,100.0,91.0,80.266666666666666,72.785714285714292,9.8045340985122245,11.184674281154111
F,R1W4,W04,W13,04,13,UCLA,Hofstra,21,26,8,4,136,East,East,A,810,615,63.0,53.0,98.0,94.0,80.862068965517238,73.63333333333334,10.718093429050919,9.1959532162552655
F,R1W5,W05,W12,05,12,Ohio St,Utah St,20,25,10,5,136,East,East,B,720,822,42.0,50.0,93.0,89.0,71.266666666666666,71.0,11.6216273482771,10.353743284435827
F,R1W6,W06,W11,06,11,USC,Oklahoma St,20,19,9,9,136,East,East,A,818,722,52.0,52.0,107.0,94.0,77.310344827586206,71.464285714285708,11.876094354730988,9.9659496818529281
F,R1W7,W07,W10,07,10,Iowa,Creighton,22,24,11,7,136,East,East,A,628,562,54.0,52.0,99.0,96.0,74.090909090909093,73.193548387096769,10.013214409464991,10.014245836158285
F,R1W8,W08,W09,08,09,Georgia,Missouri,16,19,14,12,136,East,East,B,604,676,56.0,59.0,102.0,112.0,72.966666666666669,75.548387096774192,10.992371091908343,12.697062677026905
F,R1X1,X01,X16,01,16,Stanford,UNC Greensboro,27,18,2,11,136,West,West,A,783,815,69.0,52.0,100.0,95.0,82.724137931034477,73.827586206896555,8.9245749506595864,9.69916087915907
F,R1X2,X02,X15,02,15,Iowa St,Hampton,24,24,5,6,136,West,West,B,629,610,49.0,61.0,109.0,94.0,79.034482758620683,78.433333333333337,13.614097051423016,8.2408872230010655
F,R1X3,X03,X14,03,14,Maryland,George Mason,21,18,10,11,136,West,West,A,662,602,62.0,35.0,123.0,104.0,85.741935483870961,70.58620689655173,14.895263897510604,14.801018700680148
F,R1X4,X04,X13,04,13,Indiana,Kent,21,22,12,9,136,West,West,B,625,639,46.0,45.0,103.0,99.0,70.757575757575751,70.322580645161295,11.959604490851445,11.277688783966887
F,R1X5,X05,X12,05,12,Cincinnati,BYU,23,24,9,8,136,West,West,A,549,536,44.0,51.0,105.0,100.0,74.09375,70.78125,13.363568420803629,10.896485600297924
F,R1X6,X06,X11,06,11,Wisconsin,Georgia St,18,27,10,4,136,West,West,B,849,605,44.0,64.0,78.0,97.0,59.785714285714285,80.903225806451616,7.7383882728397975,10.69324429091286
F,R1X7,X07,X10,07,10,Arkansas,Georgetown,20,23,10,7,136,West,West,B,515,603,48.0,40.0,121.0,123.0,80.5,78.966666666666669,16.786403228009668,14.232552671799796
F,R1X8,X08,X09,08,09,Georgia Tech,St Joseph's PA,17,25,12,6,136,West,West,B,606,779,54.0,67.0,111.0,104.0,76.103448275862064,79.870967741935488,12.882345116305512,9.4723432243690233
F,R1Y1,Y01,Y16,01,16,Illinois,Northwestern LA,24,18,7,12,137,Midwest,Midwest,A,623,716,55.0,47.0,95.0,92.0,77.064516129032256,72.233333333333334,10.643597148038809,10.610319923965013
F,R1Y2,Y02,Y15,02,15,Arizona,E Illinois,22,19,7,9,137,Midwest,Midwest,A,511,579,65.0,68.0,105.0,102.0,81.034482758620683,82.678571428571431,10.974838805259369,9.5657632487226163
F,R1Y3,Y03,Y14,03,14,Mississippi,Iona,25,21,7,10,137,Midwest,Midwest,A,674,627,50.0,59.0,105.0,105.0,72.15625,77.290322580645167,14.186501892203729,11.506501804063189
F,R1Y4,Y04,Y13,04,13,Kansas,CS Northridge,22,20,6,9,137,Midwest,Midwest,A,636,565,53.0,66.0,101.0,103.0,80.928571428571431,82.896551724137936,12.023573783639049,9.9666506932082299
F,R1Y5,Y05,Y12,05,12,Syracuse,Hawaii,24,17,8,13,137,Midwest,Midwest,A,786,613,54.0,56.0,105.0,102.0,73.0625,72.833333333333329,12.939613353960775,12.374929853897713
F,R1Y6,Y06,Y11,06,11,Notre Dame,Xavier,19,21,9,7,137,Midwest,Midwest,A,717,853,54.0,46.0,107.0,99.0,78.535714285714292,73.535714285714292,12.684304538785446,11.947749766788553
F,R1Y7,Y07,Y10,07,10,Wake Forest,Butler,19,23,10,7,137,Midwest,Midwest,B,839,535,53.0,48.0,108.0,90.0,77.0,69.900000000000006,11.720892045609309,10.150041050820107
F,R1Y8,Y08,Y09,08,09,Tennessee,Charlotte,22,21,10,10,137,Midwest,Midwest,B,790,546,66.0,56.0,102.0,106.0,81.40625,79.096774193548384,9.675547061406915,12.110658698448312
F,R1Z1,Z01,Z16,01,16,Michigan St,Alabama St,24,22,4,8,137,South,South,A,671,506,46.0,53.0,103.0,91.0,78.428571428571431,70.0,15.367936406289395,9.2231592562780058
F,R1Z2,Z02,Z15,02,15,North Carolina,Princeton,25,15,6,10,137,South,South,A,708,736,53.0,39.0,99.0,78.0,79.58064516129032,57.799999999999997,12.225763894725489,10.209799214480174
F,R1Z3,Z03,Z14,03,14,Florida,W Kentucky,23,22,6,6,137,South,South,A,592,835,61.0,55.0,125.0,107.0,82.275862068965523,74.678571428571431,14.132126647011836,13.80489967736241
F,R1Z4,Z04,Z13,04,13,Oklahoma,Indiana St,26,20,6,11,137,South,South,B,721,626,44.0,54.0,103.0,92.0,74.5625,72.774193548387103,13.495224849923769,9.3901447218891647
F,R1Z5,Z05,Z12,05,12,Virginia,Gonzaga,20,23,8,6,137,South,South,B,830,607,56.0,61.0,117.0,105.0,84.964285714285708,82.551724137931032,14.78532608186031,10.506438770965072
F,R1Z6,Z06,Z11,06,11,Texas,Temple,25,21,8,12,137,South,South,B,793,789,45.0,51.0,94.0,92.0,70.63636363636364,69.818181818181813,10.22420829510569,10.276346908562592
F,R1Z7,Z07,Z10,07,10,Penn St,Providence,19,20,11,9,137,South,South,A,729,737,57.0,51.0,100.0,110.0,77.066666666666663,75.206896551724142,11.138322235517439,14.059919336465594
F,R1Z8,Z08,Z09,08,09,California,Fresno St,20,25,10,6,137,South,South,B,539,597,52.0,60.0,95.0,108.0,74.466666666666669,82.0,10.575863505590874,12.381046909718304
F,R2W1,R1W1,R1W8,01,09,Duke,Missouri,29,19,4,12,138,East,East,A,577,676,63.0,59.0,115.0,112.0,91.424242424242422,75.548387096774192,10.657278926773413,12.697062677026905
F,R2W2,R1W2,R1W7,02,07,Kentucky,Iowa,22,22,9,11,138,East,East,A,640,628,45.0,54.0,103.0,99.0,79.774193548387103,74.090909090909093,13.458921198725651,10.013214409464991
F,R2W3,R1W3,R1W6,03,06,Boston College,USC,26,20,4,9,138,East,East,B,527,818,59.0,52.0,100.0,107.0,80.266666666666666,77.310344827586206,9.8045340985122245,11.876094354730988
F,R2W4,R1W4,R1W5,04,12,UCLA,Utah St,21,25,8,5,138,East,East,A,810,822,63.0,50.0,98.0,89.0,80.862068965517238,71.0,10.718093429050919,10.353743284435827
F,R2X1,R1X1,R1X8,01,09,Stanford,St Joseph's PA,27,25,2,6,138,West,West,A,783,779,69.0,67.0,100.0,104.0,82.724137931034477,79.870967741935488,8.9245749506595864,9.4723432243690233
F,R2X2,R1X2,R1X7,15,10,Hampton,Georgetown,24,23,6,7,138,West,West,B,610,603,61.0,40.0,94.0,123.0,78.433333333333337,78.966666666666669,8.2408872230010655,14.232552671799796
F,R2X3,R1X3,R1X6,03,11,Maryland,Georgia St,21,27,10,4,138,West,West,A,662,605,62.0,64.0,123.0,97.0,85.741935483870961,80.903225806451616,14.895263897510604,10.69324429091286
F,R2X4,R1X4,R1X5,13,05,Kent,Cincinnati,22,23,9,9,138,West,West,B,639,549,45.0,44.0,99.0,105.0,70.322580645161295,74.09375,11.277688783966887,13.363568420803629
F,R2Y1,R1Y1,R1Y8,01,09,Illinois,Charlotte,24,21,7,10,139,Midwest,Midwest,A,623,546,55.0,56.0,95.0,106.0,77.064516129032256,79.096774193548384,10.643597148038809,12.110658698448312
F,R2Y2,R1Y2,R1Y7,02,10,Arizona,Butler,22,23,7,7,139,Midwest,Midwest,A,511,535,65.0,48.0,105.0,90.0,81.034482758620683,69.900000000000006,10.974838805259369,10.150041050820107
F,R2Y3,R1Y3,R1Y6,03,06,Mississippi,Notre Dame,25,19,7,9,139,Midwest,Midwest,A,674,717,50.0,54.0,105.0,107.0,72.15625,78.535714285714292,14.186501892203729,12.684304538785446
F,R2Y4,R1Y4,R1Y5,04,05,Kansas,Syracuse,22,24,6,8,139,Midwest,Midwest,A,636,786,53.0,54.0,101.0,105.0,80.928571428571431,73.0625,12.023573783639049,12.939613353960775
F,R2Z1,R1Z1,R1Z8,01,09,Michigan St,Fresno St,24,25,4,6,139,South,South,A,671,597,46.0,60.0,103.0,108.0,78.428571428571431,82.0,15.367936406289395,12.381046909718304
F,R2Z2,R1Z2,R1Z7,02,07,North Carolina,Penn St,25,19,6,11,139,South,South,B,708,729,53.0,57.0,99.0,100.0,79.58064516129032,77.066666666666663,12.225763894725489,11.138322235517439
F,R2Z3,R1Z3,R1Z6,03,11,Florida,Temple,23,21,6,12,139,South,South,B,592,789,61.0,51.0,125.0,92.0,82.275862068965523,69.818181818181813,14.132126647011836,10.276346908562592
F,R2Z4,R1Z4,R1Z5,13,12,Indiana St,Gonzaga,20,23,11,6,139,South,South,B,626,607,54.0,61.0,92.0,105.0,72.774193548387103,82.551724137931032,9.3901447218891647,10.506438770965072
F,R3W1,R2W1,R2W4,01,04,Duke,UCLA,29,21,4,8,143,East,East,A,577,810,63.0,63.0,115.0,98.0,91.424242424242422,80.862068965517238,10.657278926773413,10.718093429050919
F,R3W2,R2W2,R2W3,02,06,Kentucky,USC,22,20,9,9,143,East,East,B,640,818,45.0,52.0,103.0,107.0,79.774193548387103,77.310344827586206,13.458921198725651,11.876094354730988
F,R3X1,R2X1,R2X4,01,05,Stanford,Cincinnati,27,23,2,9,143,West,West,A,783,549,69.0,44.0,100.0,105.0,82.724137931034477,74.09375,8.9245749506595864,13.363568420803629
F,R3X2,R2X2,R2X3,10,03,Georgetown,Maryland,23,21,7,10,143,West,West,B,603,662,40.0,62.0,123.0,123.0,78.966666666666669,85.741935483870961,14.232552671799796,14.895263897510604
F,R3Y1,R2Y1,R2Y4,01,04,Illinois,Kansas,24,22,7,6,144,Midwest,Midwest,A,623,636,55.0,53.0,95.0,101.0,77.064516129032256,80.928571428571431,10.643597148038809,12.023573783639049
F,R3Y2,R2Y2,R2Y3,02,03,Arizona,Mississippi,22,25,7,7,144,Midwest,Midwest,A,511,674,65.0,50.0,105.0,105.0,81.034482758620683,72.15625,10.974838805259369,14.186501892203729
F,R3Z1,R2Z1,R2Z4,01,12,Michigan St,Gonzaga,24,23,4,6,144,South,South,A,671,607,46.0,61.0,103.0,105.0,78.428571428571431,82.551724137931032,15.367936406289395,10.506438770965072
F,R3Z2,R2Z2,R2Z3,07,11,Penn St,Temple,19,21,11,12,144,South,South,B,729,789,57.0,51.0,100.0,92.0,77.066666666666663,69.818181818181813,11.138322235517439,10.276346908562592
F,R4W1,R3W1,R3W2,01,06,Duke,USC,29,20,4,9,145,East,East,A,577,818,63.0,52.0,115.0,107.0,91.424242424242422,77.310344827586206,10.657278926773413,11.876094354730988
F,R4X1,R3X1,R3X2,01,03,Stanford,Maryland,27,21,2,10,145,West,West,B,783,662,69.0,62.0,100.0,123.0,82.724137931034477,85.741935483870961,8.9245749506595864,14.895263897510604
F,R4Y1,R3Y1,R3Y2,01,02,Illinois,Arizona,24,22,7,7,146,Midwest,Midwest,B,623,511,55.0,65.0,95.0,105.0,77.064516129032256,81.034482758620683,10.643597148038809,10.974838805259369
F,R4Z1,R3Z1,R3Z2,01,11,Michigan St,Temple,24,21,4,12,146,South,South,A,671,789,46.0,51.0,103.0,92.0,78.428571428571431,69.818181818181813,15.367936406289395,10.276346908562592
F,R5WX,R4W1,R4X1,01,03,Duke,Maryland,29,21,4,10,152,East,West,A,577,662,63.0,62.0,115.0,123.0,91.424242424242422,85.741935483870961,10.657278926773413,14.895263897510604
F,R5YZ,R4Y1,R4Z1,02,01,Arizona,Michigan St,22,24,7,4,152,Midwest,South,A,511,671,65.0,46.0,105.0,103.0,81.034482758620683,78.428571428571431,10.974838805259369,15.367936406289395
F,R6CH,R5WX,R5YZ,01,02,Duke,Arizona,29,22,4,7,154,East,Midwest,A,577,511,63.0,65.0,115.0,105.0,91.424242424242422,81.034482758620683,10.657278926773413,10.974838805259369
G,W16,W16a,W16b,16,16,Alcorn St,Siena,20,16,9,18,134,East,East,B,508,766,48.0,54.0,108.0,92.0,79.793103448275858,69.588235294117652,13.812486380944641,9.5889570280512348
G,R1W1,W01,W16,01,16,Maryland,Siena,26,16,4,18,137,East,East,A,662,766,56.0,54.0,112.0,92.0,85.299999999999997,69.588235294117652,12.36702605048333,9.5889570280512348
G,R1W2,W02,W15,02,15,Connecticut,Hampton,24,25,6,6,137,East,East,A,559,610,46.0,58.0,110.0,97.0,77.933333333333337,79.774193548387103,13.343995736743258,9.0934562697733892
G,R1W3,W03,W14,03,14,Georgia,Murray St,21,17,9,12,137,East,East,A,604,687,44.0,58.0,95.0,103.0,76.166666666666671,77.137931034482762,11.000252522354002,12.386656162653239
G,R1W4,W04,W13,04,13,Kentucky,Valparaiso,19,24,9,7,136,East,East,A,640,826,51.0,62.0,101.0,100.0,75.142857142857139,77.354838709677423,13.160314492861499,8.1894833705925105
G,R1W5,W05,W12,05,12,Marquette,Tulsa,26,25,6,6,136,East,East,B,660,802,46.0,59.0,102.0,104.0,73.25,80.161290322580641,12.280574090815136,9.284384302874086
G,R1W6,W06,W11,06,11,Texas Tech,S Illinois,23,26,8,7,137,East,East,B,796,749,50.0,55.0,101.0,101.0,79.483870967741936,75.909090909090907,11.586619000136251,9.5357815346506349
G,R1W7,W07,W10,07,10,NC State,Michigan St,22,19,10,11,137,East,East,A,695,671,50.0,49.0,98.0,93.0,75.6875,69.733333333333334,11.217835965550575,10.082768579225759
G,R1W8,W08,W09,08,09,Wisconsin,St John's,17,20,12,11,137,East,East,A,849,778,48.0,54.0,94.0,97.0,66.517241379310349,70.322580645161295,10.704883480031269,11.300548364582603
G,R1X1,X01,X16,01,16,Kansas,Holy Cross,27,18,3,14,136,Midwest,Midwest,A,636,616,55.0,42.0,110.0,95.0,91.033333333333331,63.25,12.196948616582574,11.979148550710939
G,R1X2,X02,X15,02,15,Oregon,Montana,22,14,8,14,136,Midwest,Midwest,A,725,680,58.0,46.0,115.0,99.0,86.400000000000006,71.571428571428569,12.87529934927081,11.772936796582515
G,R1X3,X03,X14,03,14,Mississippi St,McNeese St,26,20,7,8,137,Midwest,Midwest,A,675,664,48.0,57.0,104.0,81.0,74.181818181818187,69.857142857142861,13.081225374569293,5.7365637157889333
G,R1X4,X04,X13,04,13,Illinois,San Diego St,24,20,8,11,137,Midwest,Midwest,A,623,754,56.0,49.0,105.0,93.0,77.3125,73.967741935483872,12.151228075795467,10.31592527386581
G,R1X5,X05,X12,05,12,Florida,Creighton,22,22,8,8,137,Midwest,Midwest,B,592,562,51.0,52.0,108.0,102.0,80.433333333333337,75.933333333333337,15.103384462504495,11.6216273482771
G,R1X6,X06,X11,06,11,Texas,Boston College,20,20,11,11,137,Midwest,Midwest,A,793,527,51.0,43.0,104.0,96.0,79.0,74.096774193548384,12.310499059614692,11.425367471212351
G,R1X7,X07,X10,07,10,Wake Forest,Pepperdine,20,21,12,8,136,Midwest,Midwest,A,839,730,60.0,51.0,115.0,109.0,81.84375,80.931034482758619,13.802421379508017,11.999801821589873
G,R1X8,X08,X09,08,09,Stanford,W Kentucky,19,26,9,3,136,Midwest,Midwest,A,783,835,54.0,45.0,105.0,101.0,81.178571428571431,76.551724137931032,10.505282927544364,14.51179355557962
G,R1Y1,Y01,Y16,01,16,Duke,Winthrop,29,17,3,11,136,South,South,A,577,848,60.0,48.0,108.0,100.0,89.71875,68.571428571428569,11.037533621126597,10.949326696287805
G,R1Y2,Y02,Y15,02,15,Alabama,FL Atlantic,26,18,7,11,136,South,South,A,504,590,52.0,48.0,109.0,100.0,76.181818181818187,73.034482758620683,15.256304301390921,13.026452552854584
G,R1Y3,Y03,Y14,03,14,Pittsburgh,Central Conn,27,27,5,4,137,South,South,A,731,544,53.0,44.0,92.0,107.0,72.59375,71.806451612903231,8.753068658333488,13.424626756002615
G,R1Y4,Y04,Y13,04,13,USC,UNC Wilmington,22,22,9,9,136,South,South,B,818,816,58.0,50.0,103.0,83.0,77.58064516129032,67.096774193548384,11.29308721911797,8.2475992155280675
G,R1Y5,Y05,Y12,05,12,Indiana,Utah,19,19,11,8,136,South,South,A,625,821,49.0,41.0,88.0,87.0,69.166666666666671,67.592592592592595,10.705398430490831,10.238848529223858
G,R1Y6,Y06,Y11,06,11,California,Penn,22,25,8,6,137,South,South,A,539,728,53.0,50.0,107.0,100.0,72.599999999999994,73.129032258064512,13.167130793507496,11.050447182555253
G,R1Y7,Y07,Y10,07,10,Oklahoma St,Kent,23,26,8,5,136,South,South,B,722,639,51.0,56.0,95.0,116.0,72.0,75.967741935483872,11.739099267529141,11.56045503895051
G,R1Y8,Y08,Y09,08,09,Notre Dame,Charlotte,20,18,10,11,136,South,South,A,717,546,51.0,52.0,116.0,100.0,78.13333333333334,73.862068965517238,13.681455413157702,14.433495855680057
G,R1Z1,Z01,Z16,01,16,Cincinnati,Boston Univ,30,22,3,9,137,West,West,A,549,528,54.0,42.0,103.0,95.0,77.181818181818187,67.58064516129032,10.558508117338919,11.482874186533914
G,R1Z2,Z02,Z15,02,15,Oklahoma,IL Chicago,27,18,4,13,137,West,West,A,721,622,55.0,49.0,109.0,99.0,78.225806451612897,72.612903225806448,14.136910456420864,9.5737457507661112
G,R1Z3,Z03,Z14,03,14,Arizona,Santa Barbara,22,19,9,10,136,West,West,A,511,757,60.0,37.0,99.0,86.0,82.967741935483872,66.689655172413794,10.22799406741518,9.4325315586660956
G,R1Z4,Z04,Z13,04,13,Ohio St,Davidson,23,18,7,9,136,West,West,A,720,568,55.0,50.0,94.0,82.0,74.200000000000003,68.074074074074076,10.406408282079525,8.7132335534792134
G,R1Z5,Z05,Z12,05,12,Miami FL,Missouri,24,21,7,11,136,West,West,B,668,676,58.0,60.0,102.0,117.0,74.677419354838705,79.5,10.142173517686,13.026415470113028
G,R1Z6,Z06,Z11,06,11,Gonzaga,Wyoming,28,20,3,8,136,West,West,B,607,852,58.0,51.0,102.0,104.0,80.838709677419359,75.214285714285708,11.273997413956875,13.699210464363953
G,R1Z7,Z07,Z10,07,10,Xavier,Hawaii,25,27,5,5,137,West,West,A,853,613,55.0,53.0,108.0,90.0,72.733333333333334,72.15625,11.322347616795534,11.258633839747166
G,R1Z8,Z08,Z09,08,09,UCLA,Mississippi,19,19,11,10,137,West,West,A,810,674,51.0,56.0,98.0,95.0,73.933333333333337,72.379310344827587,10.993735589972237,8.9535729454722706
G,R2W1,R1W1,R1W8,01,08,Maryland,Wisconsin,26,17,4,12,139,East,East,A,662,849,56.0,48.0,112.0,94.0,85.299999999999997,66.517241379310349,12.36702605048333,10.704883480031269
G,R2W2,R1W2,R1W7,02,07,Connecticut,NC State,24,22,6,10,139,East,East,A,559,695,46.0,50.0,110.0,98.0,77.933333333333337,75.6875,13.343995736743258,11.217835965550575
G,R2W3,R1W3,R1W6,03,11,Georgia,S Illinois,21,26,9,7,139,East,East,B,604,749,44.0,55.0,95.0,101.0,76.166666666666671,75.909090909090907,11.000252522354002,9.5357815346506349
G,R2W4,R1W4,R1W5,04,12,Kentucky,Tulsa,19,25,9,6,138,East,East,A,640,802,51.0,59.0,101.0,104.0,75.142857142857139,80.161290322580641,13.160314492861499,9.284384302874086
G,R2X1,R1X1,R1X8,01,08,Kansas,Stanford,27,19,3,9,138,Midwest,Midwest,A,636,783,55.0,54.0,110.0,105.0,91.033333333333331,81.178571428571431,12.196948616582574,10.505282927544364
G,R2X2,R1X2,R1X7,02,07,Oregon,Wake Forest,22,20,8,12,138,Midwest,Midwest,A,725,839,58.0,60.0,115.0,115.0,86.400000000000006,81.84375,12.87529934927081,13.802421379508017
G,R2X3,R1X3,R1X6,03,06,Mississippi St,Texas,26,20,7,11,139,Midwest,Midwest,B,675,793,48.0,51.0,104.0,104.0,74.181818181818187,79.0,13.081225374569293,12.310499059614692
G,R2X4,R1X4,R1X5,04,12,Illinois,Creighton,24,22,8,8,139,Midwest,Midwest,A,623,562,56.0,52.0,105.0,102.0,77.3125,75.933333333333337,12.151228075795467,11.6216273482771
G,R2Y1,R1Y1,R1Y8,01,08,Duke,Notre Dame,29,20,3,10,138,South,South,A,577,717,60.0,51.0,108.0,116.0,89.71875,78.13333333333334,11.037533621126597,13.681455413157702
G,R2Y2,R1Y2,R1Y7,02,10,Alabama,Kent,26,26,7,5,138,South,South,B,504,639,52.0,56.0,109.0,116.0,76.181818181818187,75.967741935483872,15.256304301390921,11.56045503895051
